File Name,Image ID,Class Name,Object Number,Area,Centroid,BoundingBox
test_005.png,5,mitochondrion,5,4907.0,"(4.0, 386.36784185856936, 820.6894232728755)","(4, 341, 789, 5, 437, 854)"
test_005.png,5,mitochondrion,6,2172.0,"(5.0, 484.7463167587477, 707.1017495395948)","(5, 453, 683, 6, 514, 731)"
test_005.png,5,mitochondrion,7,4603.0,"(6.0, 50.79621985661525, 967.0734303714969)","(6, 13, 930, 7, 91, 1005)"
test_005.png,5,mitochondrion,8,3241.0,"(7.0, 235.68157975933354, 205.3147176797285)","(7, 203, 163, 8, 267, 246)"
test_005.png,5,mitochondrion,9,2713.0,"(8.0, 430.1761887209731, 946.6181349060081)","(8, 403, 916, 9, 459, 979)"
test_005.png,5,mitochondrion,10,998.0,"(9.0, 438.3376753507014, 177.94689378757516)","(9, 423, 158, 10, 455, 198)"
test_005.png,5,mitochondrion,11,4540.0,"(10.0, 158.38612334801763, 837.1301762114538)","(10, 127, 790, 11, 197, 878)"
test_005.png,5,mitochondrion,12,1845.0,"(11.0, 56.05420054200542, 618.0677506775068)","(11, 35, 593, 12, 80, 645)"
test_005.png,5,mitochondrion,13,5709.0,"(12.0, 477.02890173410407, 520.377999649676)","(12, 443, 461, 13, 515, 572)"
test_005.png,5,mitochondrion,14,1193.0,"(13.0, 550.8122380553227, 936.3109807208717)","(13, 531, 919, 14, 572, 955)"
test_005.png,5,mitochondrion,15,1938.0,"(14.0, 744.6130030959753, 424.1486068111455)","(14, 725, 395, 15, 764, 454)"
test_005.png,5,mitochondrion,16,1751.0,"(15.0, 382.7270131353512, 1004.7829811536265)","(15, 354, 984, 16, 414, 1021)"
test_005.png,5,mitochondrion,17,1378.0,"(16.0, 759.0050798258345, 107.34760522496371)","(16, 749, 56, 17, 767, 165)"
test_005.png,5,mitochondrion,18,1721.0,"(17.0, 95.92097617664149, 644.171411969785)","(17, 71, 625, 18, 123, 666)"
test_005.png,5,mitochondrion,19,710.0,"(18.0, 98.69154929577465, 1013.143661971831)","(18, 77, 1003, 19, 122, 1022)"
test_005.png,5,mitochondrion,20,2538.0,"(19.0, 736.9074074074074, 868.1662726556343)","(19, 704, 832, 20, 764, 906)"
test_005.png,5,mitochondrion,21,640.0,"(20.0, 228.7203125, 69.59375)","(20, 214, 54, 21, 244, 84)"
test_005.png,5,mitochondrion,22,773.0,"(21.0, 720.0517464424321, 217.64294954721862)","(21, 708, 198, 22, 734, 236)"
test_143.png,143,mitochondrion,1,8105.0,"(0.0, 375.4809376927822, 267.41221468229486)","(0, 302, 217, 1, 452, 316)"
test_143.png,143,mitochondrion,2,7357.0,"(1.0, 392.95174663585703, 104.0145439717276)","(1, 324, 66, 2, 464, 145)"
test_143.png,143,mitochondrion,3,2856.0,"(2.0, 740.1218487394958, 833.5969887955182)","(2, 713, 788, 3, 766, 876)"
test_143.png,143,mitochondrion,4,2879.0,"(3.0, 280.1240013893713, 591.2209100382078)","(3, 251, 558, 4, 311, 622)"
test_143.png,143,mitochondrion,5,1566.0,"(4.0, 344.6883780332056, 825.0651340996169)","(4, 323, 802, 5, 367, 848)"
test_143.png,143,mitochondrion,6,2660.0,"(5.0, 232.49248120300751, 747.4977443609023)","(5, 204, 721, 6, 265, 776)"
test_143.png,143,mitochondrion,7,4406.0,"(6.0, 244.93735814798004, 343.9829777576033)","(6, 211, 293, 7, 280, 395)"
test_143.png,143,mitochondrion,8,3167.0,"(7.0, 618.1323018629618, 399.96116198294914)","(7, 589, 368, 8, 650, 434)"
test_143.png,143,mitochondrion,9,928.0,"(8.0, 166.26939655172413, 390.1928879310345)","(8, 149, 374, 9, 185, 407)"
test_143.png,143,mitochondrion,10,3185.0,"(9.0, 92.49764521193093, 302.7199372056515)","(9, 60, 271, 10, 129, 333)"
test_143.png,143,mitochondrion,11,1306.0,"(10.0, 671.0367534456356, 587.4632465543644)","(10, 656, 561, 11, 688, 615)"
test_143.png,143,mitochondrion,12,3599.0,"(11.0, 327.02584051125314, 418.9711030841901)","(11, 286, 389, 12, 371, 450)"
test_119.png,119,mitochondrion,1,2526.0,"(0.0, 301.16745843230404, 617.8103721298496)","(0, 275, 585, 1, 329, 651)"
test_119.png,119,mitochondrion,2,1954.0,"(1.0, 342.54503582395085, 846.4293756397134)","(1, 317, 822, 2, 370, 872)"
test_119.png,119,mitochondrion,3,1584.0,"(2.0, 165.5296717171717, 393.97159090909093)","(2, 143, 373, 3, 190, 414)"
test_119.png,119,mitochondrion,4,4097.0,"(3.0, 348.4661947766659, 248.06272882597023)","(3, 300, 210, 4, 406, 281)"
test_119.png,119,mitochondrion,5,5382.0,"(4.0, 347.25325157933855, 89.0)","(4, 295, 54, 5, 398, 121)"
test_119.png,119,mitochondrion,6,3948.0,"(5.0, 226.83941236068895, 296.677811550152)","(5, 188, 254, 6, 266, 346)"
test_119.png,119,mitochondrion,7,1490.0,"(6.0, 629.4771812080537, 406.2738255033557)","(6, 609, 385, 7, 651, 428)"
test_119.png,119,mitochondrion,8,1670.0,"(7.0, 754.4580838323353, 820.8263473053893)","(7, 739, 775, 8, 767, 856)"
test_119.png,119,mitochondrion,9,3587.0,"(8.0, 260.3353777529969, 762.5461388346808)","(8, 224, 734, 9, 301, 793)"
test_119.png,119,mitochondrion,10,2518.0,"(9.0, 111.71683876092136, 295.4805401111994)","(9, 81, 268, 10, 143, 323)"
test_119.png,119,mitochondrion,11,661.0,"(10.0, 55.90468986384266, 938.2012102874432)","(10, 42, 925, 11, 73, 953)"
test_139.png,139,mitochondrion,1,7722.0,"(0.0, 384.9711214711215, 103.25097125097125)","(0, 313, 64, 1, 459, 144)"
test_139.png,139,mitochondrion,2,8007.0,"(1.0, 371.7960534532284, 264.3258398900962)","(1, 300, 212, 2, 452, 314)"
test_139.png,139,mitochondrion,3,1641.0,"(2.0, 346.8622790981109, 827.3345521023766)","(2, 324, 804, 3, 370, 851)"
test_139.png,139,mitochondrion,4,1224.0,"(3.0, 167.93055555555554, 390.172385620915)","(3, 148, 372, 4, 188, 410)"
test_139.png,139,mitochondrion,5,3238.0,"(4.0, 621.4187770228536, 400.3764669549104)","(4, 592, 367, 5, 652, 434)"
test_139.png,139,mitochondrion,6,2827.0,"(5.0, 286.1096568800849, 595.8655818889282)","(5, 258, 563, 6, 316, 628)"
test_139.png,139,mitochondrion,7,2839.0,"(6.0, 742.5163790066925, 832.3258189503347)","(6, 715, 787, 7, 766, 872)"
test_139.png,139,mitochondrion,8,2824.0,"(7.0, 237.34773371104816, 748.8958923512748)","(7, 208, 721, 8, 271, 778)"
test_139.png,139,mitochondrion,9,5031.0,"(8.0, 243.6978731862453, 338.9676008745776)","(8, 207, 285, 9, 280, 393)"
test_139.png,139,mitochondrion,10,3078.0,"(9.0, 96.71669915529564, 300.6734892787524)","(9, 65, 270, 10, 132, 329)"
test_139.png,139,mitochondrion,11,3519.0,"(10.0, 327.311167945439, 418.950838306337)","(10, 285, 389, 11, 371, 452)"
test_139.png,139,mitochondrion,12,1517.0,"(11.0, 675.5616348055372, 586.0784442979565)","(11, 660, 558, 12, 693, 617)"
test_139.png,139,mitochondrion,13,728.0,"(12.0, 62.502747252747255, 936.657967032967)","(12, 47, 923, 13, 81, 951)"
test_139.png,139,mitochondrion,14,1333.0,"(13.0, 722.483870967742, 228.1980495123781)","(13, 704, 207, 14, 744, 250)"
test_103.png,103,mitochondrion,1,2085.0,"(0.0, 337.810551558753, 862.7131894484412)","(0, 310, 839, 1, 367, 888)"
test_103.png,103,mitochondrion,2,2375.0,"(1.0, 119.50273684210526, 778.048)","(1, 86, 757, 2, 154, 800)"
test_103.png,103,mitochondrion,3,2095.0,"(2.0, 316.50357995226733, 639.7107398568019)","(2, 291, 611, 3, 345, 669)"
test_103.png,103,mitochondrion,4,1833.0,"(3.0, 162.49045280960175, 397.61865793780686)","(3, 140, 375, 4, 189, 421)"
test_103.png,103,mitochondrion,5,2669.0,"(4.0, 475.18696140876733, 604.8167853128513)","(4, 441, 575, 5, 513, 633)"
test_103.png,103,mitochondrion,6,4135.0,"(5.0, 277.44207980652965, 774.564207980653)","(5, 237, 744, 6, 321, 807)"
test_103.png,103,mitochondrion,7,2636.0,"(6.0, 205.4916540212443, 268.62518968133537)","(6, 175, 240, 7, 238, 298)"
test_103.png,103,mitochondrion,8,882.0,"(7.0, 117.8219954648526, 298.1111111111111)","(7, 101, 282, 8, 136, 316)"
test_103.png,103,mitochondrion,9,608.0,"(8.0, 53.19572368421053, 943.2368421052631)","(8, 40, 929, 9, 68, 958)"
test_103.png,103,mitochondrion,10,1429.0,"(9.0, 339.55843247025894, 85.89433170048986)","(9, 315, 67, 10, 364, 104)"
test_103.png,103,mitochondrion,11,366.0,"(10.0, 758.9726775956284, 648.5874316939891)","(10, 749, 636, 11, 767, 664)"
test_006.png,6,mitochondrion,1,7825.0,"(0.0, 410.7672843450479, 461.1123322683706)","(0, 381, 370, 1, 440, 552)"
test_006.png,6,mitochondrion,2,6071.0,"(1.0, 609.0352495470269, 836.0064239828694)","(1, 575, 769, 2, 649, 903)"
test_006.png,6,mitochondrion,3,2501.0,"(2.0, 65.6313474610156, 337.1083566573371)","(2, 37, 311, 3, 96, 364)"
test_006.png,6,mitochondrion,4,2524.0,"(3.0, 272.64064976228207, 418.98058637083994)","(3, 251, 382, 4, 295, 460)"
test_006.png,6,mitochondrion,5,5551.0,"(4.0, 478.8223743469645, 522.9796433075121)","(4, 448, 464, 5, 516, 576)"
test_006.png,6,mitochondrion,6,2181.0,"(5.0, 483.79825767996334, 707.1343420449335)","(5, 453, 683, 6, 513, 731)"
test_006.png,6,mitochondrion,7,4993.0,"(6.0, 385.28780292409374, 820.7468455838174)","(6, 340, 788, 7, 435, 855)"
test_006.png,6,mitochondrion,8,3188.0,"(7.0, 235.5379548306148, 205.76129234629863)","(7, 203, 166, 8, 268, 245)"
test_006.png,6,mitochondrion,9,4697.0,"(8.0, 156.96295507770918, 837.3444751969342)","(8, 125, 790, 9, 196, 879)"
test_006.png,6,mitochondrion,10,2060.0,"(9.0, 744.3883495145631, 425.61893203883494)","(9, 724, 395, 10, 764, 457)"
test_006.png,6,mitochondrion,11,2810.0,"(10.0, 430.3220640569395, 946.9437722419929)","(10, 403, 916, 11, 459, 980)"
test_006.png,6,mitochondrion,12,1997.0,"(11.0, 54.99549323985979, 619.5097646469704)","(11, 34, 594, 12, 80, 649)"
test_006.png,6,mitochondrion,13,1701.0,"(12.0, 382.6990005878895, 1005.5390946502058)","(12, 354, 986, 13, 414, 1021)"
test_006.png,6,mitochondrion,14,4495.0,"(13.0, 50.65005561735261, 967.258064516129)","(13, 14, 931, 14, 90, 1006)"
test_006.png,6,mitochondrion,15,1903.0,"(14.0, 95.79085654230163, 643.7929584866001)","(14, 70, 622, 15, 125, 668)"
test_006.png,6,mitochondrion,16,820.0,"(15.0, 438.1951219512195, 178.93658536585366)","(15, 424, 162, 16, 455, 196)"
test_006.png,6,mitochondrion,17,1293.0,"(16.0, 758.9760247486465, 107.11987625676721)","(16, 749, 55, 17, 767, 163)"
test_006.png,6,mitochondrion,18,699.0,"(17.0, 98.3032904148784, 1012.4191702432046)","(17, 77, 1002, 18, 123, 1021)"
test_006.png,6,mitochondrion,19,743.0,"(18.0, 229.092866756393, 71.44952893674294)","(18, 213, 55, 19, 245, 87)"
test_006.png,6,mitochondrion,20,962.0,"(19.0, 549.8264033264034, 936.918918918919)","(19, 532, 922, 20, 569, 954)"
test_006.png,6,mitochondrion,21,993.0,"(20.0, 17.649546827794563, 230.77744209466263)","(20, 0, 217, 21, 41, 246)"
test_006.png,6,mitochondrion,22,2575.0,"(21.0, 735.3592233009708, 866.8182524271845)","(21, 701, 831, 22, 764, 906)"
test_006.png,6,mitochondrion,23,1813.0,"(22.0, 759.9630446773303, 303.9674572531715)","(22, 753, 232, 23, 767, 384)"
test_144.png,144,mitochondrion,1,8099.0,"(0.0, 377.8557846647734, 269.3515248796148)","(0, 302, 220, 1, 455, 319)"
test_144.png,144,mitochondrion,2,7260.0,"(1.0, 395.8099173553719, 104.04146005509642)","(1, 327, 66, 2, 464, 145)"
test_144.png,144,mitochondrion,3,2900.0,"(2.0, 739.0220689655173, 835.5165517241379)","(2, 710, 792, 3, 766, 878)"
test_144.png,144,mitochondrion,4,2556.0,"(3.0, 230.372848200313, 746.9334898278561)","(3, 203, 721, 4, 262, 775)"
test_144.png,144,mitochondrion,5,1590.0,"(4.0, 344.4025157232704, 823.3754716981132)","(4, 324, 799, 5, 366, 847)"
test_144.png,144,mitochondrion,6,3179.0,"(5.0, 617.5479710600817, 399.66121421830763)","(5, 588, 368, 6, 649, 433)"
test_144.png,144,mitochondrion,7,2974.0,"(6.0, 279.47444519166106, 590.2979152656355)","(6, 250, 556, 7, 311, 623)"
test_144.png,144,mitochondrion,8,4275.0,"(7.0, 246.48865497076022, 347.29777777777775)","(7, 214, 297, 8, 280, 398)"
test_144.png,144,mitochondrion,9,840.0,"(8.0, 166.0559523809524, 391.0464285714286)","(8, 151, 375, 9, 184, 407)"
test_144.png,144,mitochondrion,10,3086.0,"(9.0, 90.87751134154244, 303.3642255346727)","(9, 59, 273, 10, 127, 333)"
test_144.png,144,mitochondrion,11,771.0,"(10.0, 63.84176394293126, 937.2814526588845)","(10, 48, 924, 11, 81, 951)"
test_144.png,144,mitochondrion,12,1003.0,"(11.0, 667.9282153539382, 584.7986041874377)","(11, 656, 561, 12, 682, 611)"
test_061.png,61,mitochondrion,1,5307.0,"(0.0, 439.7237610702845, 575.9621254946297)","(0, 396, 514, 1, 491, 632)"
test_061.png,61,mitochondrion,2,2191.0,"(1.0, 211.42081241442264, 436.4504792332268)","(1, 193, 403, 2, 233, 471)"
test_061.png,61,mitochondrion,3,3447.0,"(2.0, 550.1053089643168, 921.9895561357703)","(2, 519, 885, 3, 581, 959)"
test_061.png,61,mitochondrion,4,4044.0,"(3.0, 689.6325420375865, 253.02027695351137)","(3, 660, 213, 4, 721, 292)"
test_061.png,61,mitochondrion,5,2503.0,"(4.0, 308.19336795844987, 890.5453455852977)","(4, 273, 869, 5, 347, 913)"
test_061.png,61,mitochondrion,6,2157.0,"(5.0, 297.5456652758461, 496.27770050996753)","(5, 278, 464, 6, 321, 528)"
test_061.png,61,mitochondrion,7,5593.0,"(6.0, 321.3547291256928, 798.2529948149472)","(6, 273, 763, 7, 374, 834)"
test_061.png,61,mitochondrion,8,3742.0,"(7.0, 523.8343132014966, 566.3540887226083)","(7, 488, 535, 8, 563, 598)"
test_061.png,61,mitochondrion,9,5730.0,"(8.0, 146.22739965095985, 885.8413612565445)","(8, 105, 841, 9, 187, 931)"
test_061.png,61,mitochondrion,10,2417.0,"(9.0, 692.9577989242863, 933.5362019031858)","(9, 668, 896, 10, 720, 971)"
test_061.png,61,mitochondrion,11,2397.0,"(10.0, 390.546516478932, 690.6900292031706)","(10, 355, 670, 11, 428, 713)"
test_061.png,61,mitochondrion,12,3154.0,"(11.0, 172.4720989220038, 799.3614457831326)","(11, 134, 774, 12, 209, 827)"
test_061.png,61,mitochondrion,13,1226.0,"(12.0, 53.67781402936379, 952.4045676998369)","(12, 36, 932, 13, 73, 973)"
test_061.png,61,mitochondrion,14,2190.0,"(13.0, 80.38127853881278, 358.24383561643833)","(13, 55, 333, 14, 106, 385)"
test_061.png,61,mitochondrion,15,1034.0,"(14.0, 433.5870406189555, 972.4758220502902)","(14, 417, 953, 15, 451, 992)"
test_061.png,61,mitochondrion,16,2678.0,"(15.0, 756.0339805825242, 374.7953696788648)","(15, 744, 310, 16, 767, 448)"
test_099.png,99,mitochondrion,1,3116.0,"(0.0, 473.2201540436457, 603.0215019255455)","(0, 438, 571, 1, 513, 634)"
test_099.png,99,mitochondrion,2,2173.0,"(1.0, 336.4390243902439, 865.4123331799356)","(1, 308, 842, 2, 366, 889)"
test_099.png,99,mitochondrion,3,4335.0,"(2.0, 281.8553633217993, 776.6468281430219)","(2, 240, 744, 3, 327, 809)"
test_099.png,99,mitochondrion,4,1447.0,"(3.0, 676.2156185210781, 235.70006910850034)","(3, 656, 213, 4, 697, 259)"
test_099.png,99,mitochondrion,5,2636.0,"(4.0, 122.90174506828528, 780.0227617602428)","(4, 89, 757, 5, 160, 803)"
test_099.png,99,mitochondrion,6,1866.0,"(5.0, 161.46677384780278, 397.4930332261522)","(5, 138, 374, 6, 188, 420)"
test_099.png,99,mitochondrion,7,2670.0,"(6.0, 203.31086142322098, 264.5067415730337)","(6, 175, 236, 7, 233, 296)"
test_099.png,99,mitochondrion,8,675.0,"(7.0, 81.76148148148148, 367.26222222222225)","(7, 70, 352, 8, 95, 385)"
test_099.png,99,mitochondrion,9,2185.0,"(8.0, 321.12906178489703, 644.1894736842105)","(8, 294, 615, 9, 353, 672)"
test_099.png,99,mitochondrion,10,663.0,"(9.0, 53.46003016591252, 943.9924585218703)","(9, 40, 930, 10, 68, 959)"
test_099.png,99,mitochondrion,11,426.0,"(10.0, 118.5469483568075, 296.84272300469485)","(10, 107, 286, 11, 131, 308)"
test_137.png,137,mitochondrion,1,7836.0,"(0.0, 380.07248596222564, 102.4068402246044)","(0, 307, 62, 1, 455, 145)"
test_137.png,137,mitochondrion,2,7506.0,"(1.0, 368.2025046629363, 262.18371969091396)","(1, 300, 214, 2, 443, 309)"
test_137.png,137,mitochondrion,3,1623.0,"(2.0, 345.79728897104127, 829.6142945163277)","(2, 324, 807, 3, 369, 853)"
test_137.png,137,mitochondrion,4,1351.0,"(3.0, 167.279792746114, 390.0984455958549)","(3, 146, 371, 4, 188, 410)"
test_137.png,137,mitochondrion,5,2849.0,"(4.0, 287.95577395577396, 598.2618462618462)","(4, 260, 566, 5, 318, 631)"
test_137.png,137,mitochondrion,6,2731.0,"(5.0, 744.4441596484804, 831.4481874771146)","(5, 720, 784, 6, 767, 872)"
test_137.png,137,mitochondrion,7,3240.0,"(6.0, 622.0484567901235, 400.95216049382714)","(6, 592, 368, 7, 653, 435)"
test_137.png,137,mitochondrion,8,2944.0,"(7.0, 239.31453804347825, 750.4487092391304)","(7, 210, 722, 8, 274, 781)"
test_137.png,137,mitochondrion,9,4891.0,"(8.0, 242.39582907380904, 331.7057861378041)","(8, 203, 279, 9, 279, 386)"
test_137.png,137,mitochondrion,10,3430.0,"(9.0, 325.9396501457726, 419.6)","(9, 284, 390, 10, 370, 453)"
test_137.png,137,mitochondrion,11,1601.0,"(10.0, 677.9706433479075, 585.8363522798251)","(10, 662, 558, 11, 697, 616)"
test_137.png,137,mitochondrion,12,2858.0,"(11.0, 98.39503149055284, 299.9667599720084)","(11, 68, 271, 12, 132, 327)"
test_137.png,137,mitochondrion,13,709.0,"(12.0, 61.839210155148095, 936.4612129760226)","(12, 47, 923, 13, 80, 951)"
test_100.png,100,mitochondrion,1,1847.0,"(0.0, 161.32485110990797, 396.981050351922)","(0, 138, 374, 1, 188, 420)"
test_100.png,100,mitochondrion,2,3084.0,"(1.0, 473.5745784695201, 603.1699092088197)","(1, 439, 571, 2, 513, 634)"
test_100.png,100,mitochondrion,3,2447.0,"(2.0, 120.29137719656723, 779.1054352268084)","(2, 88, 757, 3, 156, 801)"
test_100.png,100,mitochondrion,4,2159.0,"(3.0, 336.6706808707735, 864.9282075034738)","(3, 307, 842, 4, 367, 889)"
test_100.png,100,mitochondrion,5,2597.0,"(4.0, 203.71813631112823, 266.1505583365422)","(4, 174, 238, 5, 235, 296)"
test_100.png,100,mitochondrion,6,2136.0,"(5.0, 319.6437265917603, 642.9255617977528)","(5, 293, 614, 6, 350, 671)"
test_100.png,100,mitochondrion,7,4355.0,"(6.0, 280.5545350172216, 776.0845005740529)","(6, 239, 743, 7, 325, 809)"
test_100.png,100,mitochondrion,8,1088.0,"(7.0, 675.0514705882352, 238.09191176470588)","(7, 656, 218, 8, 693, 258)"
test_100.png,100,mitochondrion,9,637.0,"(8.0, 53.28257456828885, 943.4018838304553)","(8, 40, 930, 9, 68, 958)"
test_100.png,100,mitochondrion,10,615.0,"(9.0, 118.81951219512194, 298.57886178861787)","(9, 105, 285, 10, 133, 313)"
test_100.png,100,mitochondrion,11,561.0,"(10.0, 80.66131907308377, 366.9162210338681)","(10, 70, 353, 11, 92, 383)"
test_079.png,79,mitochondrion,1,3584.0,"(0.0, 682.8211495535714, 242.11300223214286)","(0, 652, 202, 1, 713, 280)"
test_079.png,79,mitochondrion,2,1494.0,"(1.0, 197.8647925033467, 253.35676037483267)","(1, 174, 233, 2, 221, 273)"
test_079.png,79,mitochondrion,3,2928.0,"(2.0, 314.4702868852459, 879.5652322404371)","(2, 272, 858, 3, 358, 902)"
test_079.png,79,mitochondrion,4,3290.0,"(3.0, 141.31033434650456, 789.3243161094225)","(3, 99, 766, 4, 185, 814)"
test_079.png,79,mitochondrion,5,5003.0,"(4.0, 301.33539876074354, 788.1355186887868)","(4, 254, 754, 5, 351, 821)"
test_079.png,79,mitochondrion,6,4965.0,"(5.0, 455.3607250755287, 593.2422960725075)","(5, 409, 545, 6, 507, 636)"
test_079.png,79,mitochondrion,7,1673.0,"(6.0, 200.59473998804543, 444.31022115959354)","(6, 182, 417, 7, 220, 472)"
test_079.png,79,mitochondrion,8,2123.0,"(7.0, 350.5949128591616, 671.1709844559585)","(7, 318, 646, 8, 387, 695)"
test_079.png,79,mitochondrion,9,1357.0,"(8.0, 158.00589535740605, 400.1186440677966)","(8, 139, 379, 9, 178, 422)"
test_079.png,79,mitochondrion,10,1802.0,"(9.0, 80.70699223085461, 364.5138734739179)","(9, 60, 340, 10, 103, 391)"
test_079.png,79,mitochondrion,11,696.0,"(10.0, 52.4683908045977, 948.4885057471264)","(10, 38, 934, 11, 68, 963)"
test_079.png,79,mitochondrion,12,1577.0,"(11.0, 536.570703868104, 931.429296131896)","(11, 515, 910, 12, 564, 953)"
test_079.png,79,mitochondrion,13,2698.0,"(12.0, 77.13306152705708, 650.7931801334322)","(12, 46, 616, 13, 109, 687)"
test_079.png,79,mitochondrion,14,1078.0,"(13.0, 528.1994434137291, 572.1103896103896)","(13, 509, 556, 14, 548, 590)"
test_079.png,79,mitochondrion,15,1730.0,"(14.0, 738.4982658959538, 1003.7664739884393)","(14, 704, 986, 15, 768, 1020)"
test_079.png,79,mitochondrion,16,528.0,"(15.0, 296.31439393939394, 500.7537878787879)","(15, 284, 488, 16, 310, 514)"
test_079.png,79,mitochondrion,17,1301.0,"(16.0, 760.413528055342, 372.78401229823214)","(16, 752, 312, 17, 767, 433)"
test_046.png,46,mitochondrion,1,5481.0,"(0.0, 425.4176245210728, 553.4646962233169)","(0, 389, 485, 1, 475, 615)"
test_046.png,46,mitochondrion,2,2036.0,"(1.0, 51.69548133595285, 662.4155206286837)","(1, 26, 636, 2, 79, 690)"
test_046.png,46,mitochondrion,3,4699.0,"(2.0, 751.2330283038945, 373.33666737603744)","(2, 732, 295, 3, 767, 462)"
test_046.png,46,mitochondrion,4,5620.0,"(3.0, 336.30427046263344, 805.5083629893238)","(3, 287, 771, 4, 387, 842)"
test_046.png,46,mitochondrion,5,1768.0,"(4.0, 55.2222850678733, 956.7386877828054)","(4, 33, 933, 5, 80, 980)"
test_046.png,46,mitochondrion,6,1472.0,"(5.0, 306.8016304347826, 892.8029891304348)","(5, 281, 877, 6, 335, 910)"
test_046.png,46,mitochondrion,7,2450.0,"(6.0, 436.1808163265306, 970.6538775510204)","(6, 410, 941, 7, 463, 999)"
test_046.png,46,mitochondrion,8,2159.0,"(7.0, 195.2431681333951, 236.14543770264012)","(7, 170, 211, 8, 223, 263)"
test_046.png,46,mitochondrion,9,4618.0,"(8.0, 518.874187960156, 564.1732351667389)","(8, 479, 529, 9, 563, 600)"
test_046.png,46,mitochondrion,10,2744.0,"(9.0, 78.682944606414, 352.4836005830904)","(9, 48, 325, 10, 108, 383)"
test_046.png,46,mitochondrion,11,4252.0,"(10.0, 562.0197554092192, 905.27210724365)","(10, 529, 857, 11, 593, 950)"
test_046.png,46,mitochondrion,12,2621.0,"(11.0, 418.3147653567341, 698.8958412819535)","(11, 381, 678, 12, 458, 721)"
test_046.png,46,mitochondrion,13,6780.0,"(12.0, 148.37654867256637, 878.3297935103245)","(12, 107, 828, 13, 196, 927)"
test_046.png,46,mitochondrion,14,2483.0,"(13.0, 692.8968989126057, 259.73821989528795)","(13, 668, 228, 14, 719, 290)"
test_046.png,46,mitochondrion,15,2472.0,"(14.0, 291.6051779935275, 483.28478964401296)","(14, 271, 446, 15, 315, 521)"
test_046.png,46,mitochondrion,16,2523.0,"(15.0, 192.29449068569164, 807.1430836305985)","(15, 164, 780, 16, 221, 835)"
test_046.png,46,mitochondrion,17,1314.0,"(16.0, 220.37747336377473, 419.3074581430746)","(16, 205, 395, 17, 238, 447)"
test_046.png,46,mitochondrion,18,4485.0,"(17.0, 692.6245261984393, 924.9658862876254)","(17, 663, 862, 18, 730, 985)"
test_046.png,46,mitochondrion,19,2615.0,"(18.0, 746.9307839388146, 929.3824091778203)","(18, 726, 892, 19, 766, 974)"
test_046.png,46,mitochondrion,20,722.0,"(19.0, 750.9002770083102, 1004.5803324099722)","(19, 738, 987, 20, 765, 1022)"
test_046.png,46,mitochondrion,21,536.0,"(20.0, 362.53171641791045, 1013.705223880597)","(20, 340, 1006, 21, 386, 1021)"
test_067.png,67,mitochondrion,1,2555.0,"(0.0, 309.1495107632094, 888.6074363992172)","(0, 273, 867, 1, 348, 912)"
test_067.png,67,mitochondrion,2,1686.0,"(1.0, 298.8552787663108, 499.51779359430606)","(1, 280, 473, 2, 320, 526)"
test_067.png,67,mitochondrion,3,2386.0,"(2.0, 378.44677284157586, 686.26948868399)","(2, 343, 664, 3, 417, 709)"
test_067.png,67,mitochondrion,4,3408.0,"(3.0, 162.87998826291079, 796.2819835680751)","(3, 121, 771, 4, 204, 824)"
test_067.png,67,mitochondrion,5,5491.0,"(4.0, 313.6122746312147, 795.2147149881624)","(4, 265, 761, 5, 366, 830)"
test_067.png,67,mitochondrion,6,5034.0,"(5.0, 445.3218116805721, 582.3234008740565)","(5, 403, 525, 6, 496, 632)"
test_067.png,67,mitochondrion,7,4116.0,"(6.0, 147.134110787172, 887.761175898931)","(6, 114, 849, 7, 179, 928)"
test_067.png,67,mitochondrion,8,2765.0,"(7.0, 543.5070524412297, 925.4253164556962)","(7, 517, 894, 8, 572, 959)"
test_067.png,67,mitochondrion,9,2227.0,"(8.0, 207.64167040862145, 440.7305792546026)","(8, 188, 407, 9, 229, 475)"
test_067.png,67,mitochondrion,10,956.0,"(9.0, 53.69769874476987, 951.5753138075314)","(9, 38, 934, 10, 71, 970)"
test_067.png,67,mitochondrion,11,4179.0,"(10.0, 686.2701603254367, 249.8446996889208)","(10, 654, 209, 11, 718, 290)"
test_067.png,67,mitochondrion,12,3035.0,"(11.0, 525.509060955519, 567.8570016474465)","(11, 495, 539, 12, 560, 597)"
test_067.png,67,mitochondrion,13,2118.0,"(12.0, 81.63031161473087, 361.2691218130312)","(12, 58, 335, 13, 106, 389)"
test_067.png,67,mitochondrion,14,881.0,"(13.0, 159.46651532349603, 402.2099886492622)","(13, 144, 385, 14, 176, 420)"
test_067.png,67,mitochondrion,15,476.0,"(14.0, 282.468487394958, 1014.2352941176471)","(14, 266, 1006, 15, 299, 1023)"
test_053.png,53,mitochondrion,1,5427.0,"(0.0, 431.09471162704995, 564.7436889625944)","(0, 389, 500, 1, 484, 625)"
test_053.png,53,mitochondrion,2,3926.0,"(1.0, 691.730514518594, 928.8430973000509)","(1, 660, 875, 2, 728, 981)"
test_053.png,53,mitochondrion,3,1880.0,"(2.0, 305.64308510638296, 892.7148936170213)","(2, 276, 874, 3, 337, 912)"
test_053.png,53,mitochondrion,4,1812.0,"(3.0, 215.97185430463577, 428.8002207505519)","(3, 199, 400, 4, 236, 459)"
